spectrum_id,compound_name,CAS_number,adhesive_class,spectral_type,wavenumber_range,measurement_conditions,instrument,baseline_correction_method,source_database,source_doi,Q_SNR,Q_res,Q_base,Q_peak,Q_total,qc_disposition,data_quality_notes
SPEC-00572,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,Raman,200-3500 cm-1,"Ambient, 785nm laser",Horiba LabRAM HR,Rubberband,SpectraBase,10.9570/4e95334d,0.769,0.735,0.874,0.762,0.78,ACCEPT,
SPEC-00773,Ethyl cyanoacrylate,7085-85-0,Cyanoacrylate,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,ALS,NIST WebBook,10.6896/2415544a,0.775,0.822,0.614,0.776,0.755,ACCEPT,
SPEC-00295,Chloroprene rubber,9010-98-4,Rubber-based,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,Rubberband,Open SPECY,10.9674/ea7c6499,0.727,0.958,0.9,0.623,0.799,ACCEPT,
SPEC-00563,Epichlorohydrin,106-89-8,Epoxy,Raman,200-3500 cm-1,"Ambient, 785nm laser",Horiba LabRAM HR,ALS,KnowItAll,10.3915/2f4d00ea,0.922,0.753,0.7,0.624,0.776,ACCEPT,
SPEC-00372,Polyethylene wax,9002-88-4,Hot-melt,IR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,Rubberband,SpectraBase,10.5695/13a74740,0.701,0.868,0.64,0.9,0.77,ACCEPT,
SPEC-00059,Methyl methacrylate,80-62-6,Acrylic/PSA,FTIR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,SNIP,SDBS,10.4937/e1888084,0.831,0.676,0.659,0.763,0.744,FLAG,
SPEC-00493,Bisphenol F epoxy,2095-03-6,Epoxy,IR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,Rubberband,Open SPECY,10.9883/2941c9fb,0.851,0.771,0.691,0.842,0.797,ACCEPT,
SPEC-00397,Hydrogenated rosin,65997-06-0,Hot-melt,FTIR,650-4000 cm-1,"25C, N2 purge",JASCO FT/IR-6600,SNIP,SDBS,10.5767/6b4f77cb,0.815,0.91,0.715,0.689,0.794,ACCEPT,
SPEC-00571,Cycloaliphatic epoxy,2386-87-0,Epoxy,Raman,200-3500 cm-1,"Ambient, 785nm laser",Horiba LabRAM HR,SNIP,NIST WebBook,10.6041/e12bde6d,0.999,0.695,0.725,0.917,0.852,ACCEPT,
SPEC-00662,Aminopropyltriethoxysilane,919-30-2,Silicone,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Agilent Cary 630,SNIP,PubChem,10.6185/3284b897,0.739,0.836,0.771,0.75,0.772,ACCEPT,
SPEC-00613,Triglycidyl isocyanurate,2451-62-9,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",WITec alpha300,Polynomial (3rd order),Open SPECY,10.6206/48c2fe02,0.887,0.983,0.989,0.758,0.906,ACCEPT,
SPEC-00349,Nitrile rubber,9003-18-3,Rubber-based,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Polynomial (3rd order),PubChem,10.9381/964800a6,0.832,0.849,0.865,0.768,0.83,ACCEPT,
SPEC-00056,Isobutyl methacrylate,97-86-9,Acrylic/PSA,IR,650-4000 cm-1,"Ambient, KBr pellet",Agilent Cary 630,Rubberband,NIST WebBook,10.3506/da4c6311,0.687,0.984,0.836,0.931,0.84,ACCEPT,
SPEC-00683,Aminopropyltriethoxysilane,919-30-2,Silicone,FTIR,650-4000 cm-1,"25C, N2 purge",JASCO FT/IR-6600,Polynomial (3rd order),KnowItAll,10.2533/af1f8abb,0.81,0.645,0.874,0.659,0.751,ACCEPT,
SPEC-00881,Polycaprolactone diol,36890-68-3,Polyurethane,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,SNIP,NIST WebBook,10.9446/2d23e117,0.871,0.757,0.965,0.972,0.882,ACCEPT,
SPEC-00253,Chloroprene rubber,9010-98-4,Rubber-based,FTIR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,Rubberband,KnowItAll,10.9720/2e91368e,0.699,0.683,0.643,0.624,0.669,FLAG,
SPEC-00936,Polycaprolactone diol,36890-68-3,Polyurethane,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,Rubberband,NIST WebBook,10.9250/13722e24,0.775,0.652,0.854,0.733,0.752,ACCEPT,
SPEC-00755,Aminopropyltriethoxysilane,919-30-2,Silicone,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,Polynomial (3rd order),NIST WebBook,10.7489/9c281b32,0.967,0.883,0.644,0.678,0.824,ACCEPT,
SPEC-00677,Polydimethylsiloxane,63148-62-9,Silicone,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",JASCO FT/IR-6600,Polynomial (3rd order),SDBS,10.1745/755f8908,0.668,0.972,0.762,0.742,0.778,ACCEPT,
SPEC-00830,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",WITec alpha300,Rubberband,NIST WebBook,10.6047/6a7ea43f,0.935,0.708,0.644,0.899,0.813,ACCEPT,
SPEC-00521,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,FTIR,650-4000 cm-1,"25C, N2 purge",PerkinElmer Spectrum Two,SNIP,NIST WebBook,10.9753/4bc162c3,0.989,0.712,0.564,0.993,0.836,ACCEPT,
SPEC-00207,Acrylic acid,79-10-7,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Renishaw inVia,ALS,KnowItAll,10.3365/27c52635,0.782,0.902,0.763,0.94,0.84,ACCEPT,
SPEC-00411,Polypropylene wax,9003-07-0,Hot-melt,FTIR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,Rubberband,SDBS,10.7695/6ed59b93,0.817,0.693,0.937,0.713,0.789,ACCEPT,
SPEC-00151,Methyl methacrylate,80-62-6,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,SNIP,NIST WebBook,10.1939/4cba114e,0.904,0.965,0.827,0.774,0.878,ACCEPT,
SPEC-00100,Ethyl acrylate,140-88-5,Acrylic/PSA,IR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,ALS,SpectraBase,10.6383/07ec70d3,0.674,0.906,0.643,0.686,0.728,FLAG,
SPEC-00620,Cycloaliphatic epoxy,2386-87-0,Epoxy,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,SNIP,PubChem,10.6927/dec5c132,0.876,0.611,0.894,0.797,0.798,ACCEPT,
SPEC-00929,Toluene diisocyanate,26471-62-5,Polyurethane,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,Rubberband,SDBS,10.5227/e7481452,0.654,0.933,0.856,0.95,0.823,ACCEPT,
SPEC-00333,Nitrile rubber,9003-18-3,Rubber-based,Raman,200-3500 cm-1,"Ambient, 785nm laser",Bruker Senterra II,Polynomial (3rd order),SpectraBase,10.1930/d85d7cee,0.899,0.957,0.684,0.66,0.823,ACCEPT,
SPEC-00772,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,IR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,ALS,SpectraBase,10.7558/a06cb3f1,0.907,0.981,0.699,0.896,0.882,ACCEPT,
SPEC-00578,Cycloaliphatic epoxy,2386-87-0,Epoxy,Raman,200-3500 cm-1,"25C, N2 purge",Horiba LabRAM HR,ALS,PubChem,10.1118/f282866f,0.864,0.911,0.557,0.795,0.801,ACCEPT,
SPEC-00190,Butyl acrylate,141-32-2,Acrylic/PSA,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,SNIP,KnowItAll,10.7284/210e27ce,0.715,0.656,0.696,0.699,0.693,FLAG,
SPEC-00140,Methyl methacrylate,80-62-6,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Polynomial (3rd order),SDBS,10.7934/c93e2e6b,0.74,0.934,0.797,0.891,0.83,ACCEPT,
SPEC-00708,Methyltrimethoxysilane,1185-55-3,Silicone,Raman,200-3500 cm-1,"Ambient, 785nm laser",WITec alpha300,ALS,SpectraBase,10.3561/31e3f84e,0.749,0.9,0.85,0.652,0.788,ACCEPT,
SPEC-00028,Acrylic acid,79-10-7,Acrylic/PSA,IR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,Rubberband,SDBS,10.4450/8369a192,0.69,0.643,0.799,0.709,0.704,FLAG,
SPEC-00171,Hydroxypropyl methacrylate,27813-02-1,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Rubberband,PubChem,10.7563/daa87cb7,0.697,0.706,0.715,0.761,0.716,FLAG,
SPEC-00693,Aminopropyltriethoxysilane,919-30-2,Silicone,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,SNIP,SpectraBase,10.5921/2b04fde5,0.803,0.963,0.765,0.659,0.807,ACCEPT,
SPEC-00948,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,ALS,SDBS,10.1513/e4bdd9fb,0.841,0.979,0.615,0.685,0.799,ACCEPT,
SPEC-00258,Natural rubber,9006-04-6,Rubber-based,IR,650-4000 cm-1,"23C, dry air",Agilent Cary 630,ALS,SpectraBase,10.8951/2812869f,0.823,0.729,0.678,0.819,0.77,ACCEPT,
SPEC-00204,Ethyl acrylate,140-88-5,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",Thermo DXR3,Polynomial (3rd order),KnowItAll,10.4836/81d58beb,0.839,0.902,0.899,0.656,0.83,ACCEPT,
SPEC-00078,Ethyl acrylate,140-88-5,Acrylic/PSA,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,Polynomial (3rd order),NIST WebBook,10.3236/0cfc1d3d,0.81,0.658,0.636,0.84,0.743,FLAG,
SPEC-00487,Triglycidyl isocyanurate,2451-62-9,Epoxy,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",JASCO FT/IR-6600,Polynomial (3rd order),Open SPECY,10.9631/b19a5eb3,0.868,0.997,0.863,0.867,0.899,ACCEPT,
SPEC-00916,Isophorone diisocyanate,4098-71-9,Polyurethane,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,ALS,KnowItAll,10.2249/e9682637,0.709,0.644,0.596,0.982,0.725,FLAG,
SPEC-00918,Polytetramethylene glycol,25190-06-1,Polyurethane,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,ALS,NIST WebBook,10.7047/489e42e0,0.936,0.739,0.597,0.966,0.825,ACCEPT,
SPEC-00044,Isobutyl methacrylate,97-86-9,Acrylic/PSA,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Thermo Nicolet iS50,SNIP,Open SPECY,10.9270/f12b60d1,0.884,0.995,0.818,0.98,0.918,ACCEPT,
SPEC-00546,Cycloaliphatic epoxy,2386-87-0,Epoxy,FTIR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,ALS,PubChem,10.8917/651f7b87,0.826,0.764,0.796,0.747,0.789,ACCEPT,
SPEC-00061,Isobutyl methacrylate,97-86-9,Acrylic/PSA,FTIR,650-4000 cm-1,"25C, N2 purge",PerkinElmer Spectrum Two,Rubberband,PubChem,10.9779/e335d473,0.745,0.701,0.604,0.677,0.692,FLAG,
SPEC-00934,Toluene diisocyanate,26471-62-5,Polyurethane,Raman,200-3500 cm-1,"Ambient, 785nm laser",WITec alpha300,ALS,SDBS,10.1735/5c5d77e6,0.873,0.613,0.671,0.991,0.791,ACCEPT,
SPEC-00714,Octamethylcyclotetrasiloxane,556-67-2,Silicone,Raman,200-3500 cm-1,"25C, N2 purge",Renishaw inVia,SNIP,Open SPECY,10.1107/0401e2d1,0.777,0.928,0.605,0.681,0.761,ACCEPT,
SPEC-00435,Polypropylene wax,9003-07-0,Hot-melt,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,SNIP,PubChem,10.4530/2a8e20e4,0.847,0.827,0.729,0.876,0.824,ACCEPT,
SPEC-00272,Polybutadiene,9003-17-2,Rubber-based,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,ALS,NIST WebBook,10.3877/98a88f39,0.691,0.845,0.575,0.866,0.741,FLAG,
SPEC-00861,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,IR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,SNIP,NIST WebBook,10.1323/aea62c00,0.9,0.945,0.792,0.762,0.862,ACCEPT,
SPEC-00244,Natural rubber,9006-04-6,Rubber-based,FTIR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,SNIP,NIST WebBook,10.6134/bca5fa4d,0.81,0.705,0.938,0.811,0.81,ACCEPT,
SPEC-00949,Isophorone diisocyanate,4098-71-9,Polyurethane,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,Polynomial (3rd order),NIST WebBook,10.7929/979f71c2,0.992,0.685,0.645,0.609,0.769,ACCEPT,
SPEC-00137,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,ALS,SpectraBase,10.8391/eced30aa,0.745,0.962,0.616,0.775,0.779,ACCEPT,
SPEC-00734,Octamethylcyclotetrasiloxane,556-67-2,Silicone,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,Polynomial (3rd order),Open SPECY,10.8357/9a9620e0,0.942,0.653,0.612,0.855,0.786,ACCEPT,
SPEC-00497,Novolac epoxy,28064-14-4,Epoxy,IR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,ALS,SpectraBase,10.1427/e8a5d456,0.866,0.842,0.826,0.839,0.847,ACCEPT,
SPEC-00009,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Agilent Cary 630,Polynomial (3rd order),SDBS,10.8019/9a138ecf,0.743,0.699,0.803,0.705,0.736,FLAG,
SPEC-00935,Hexamethylene diisocyanate,822-06-0,Polyurethane,Raman,200-3500 cm-1,"25C, N2 purge",Horiba LabRAM HR,Polynomial (3rd order),Open SPECY,10.9195/fa887cf8,0.683,0.723,0.991,0.901,0.798,ACCEPT,
SPEC-00057,Isobutyl methacrylate,97-86-9,Acrylic/PSA,FTIR,650-4000 cm-1,"23C, dry air",JASCO FT/IR-6600,SNIP,SpectraBase,10.2419/be17b580,0.813,0.93,0.817,0.729,0.826,ACCEPT,
SPEC-00382,Polyester hot-melt,25038-59-9,Hot-melt,FTIR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,ALS,SDBS,10.8300/8dfdcd22,0.749,0.965,0.92,0.75,0.837,ACCEPT,
SPEC-00891,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,IR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,ALS,Open SPECY,10.1289/4dfa31f0,0.696,0.615,0.996,0.972,0.791,ACCEPT,
SPEC-00803,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,FTIR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,ALS,PubChem,10.3903/11e2233a,0.937,0.937,0.627,0.607,0.809,ACCEPT,
SPEC-00492,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,SNIP,Open SPECY,10.3248/ebff2088,0.98,0.98,0.652,0.737,0.866,ACCEPT,
SPEC-00887,Isophorone diisocyanate,4098-71-9,Polyurethane,FTIR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,Rubberband,Open SPECY,10.9222/ff112a68,0.93,0.886,0.696,0.906,0.867,ACCEPT,
SPEC-00456,Polypropylene wax,9003-07-0,Hot-melt,Raman,200-3500 cm-1,"Ambient, 785nm laser",Bruker Senterra II,Polynomial (3rd order),PubChem,10.5150/b94639eb,0.706,0.891,0.885,0.82,0.811,ACCEPT,
SPEC-00478,Ethylene-vinyl acetate,24937-78-8,Hot-melt,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,SNIP,PubChem,10.4714/c87280c0,0.973,0.734,0.946,0.774,0.868,ACCEPT,
SPEC-00947,Toluene diisocyanate,26471-62-5,Polyurethane,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,Polynomial (3rd order),SpectraBase,10.8802/4f63ec3e,0.791,0.626,0.704,0.842,0.743,FLAG,
SPEC-00702,Aminopropyltriethoxysilane,919-30-2,Silicone,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,ALS,PubChem,10.6469/e3c81fba,0.855,0.681,0.806,0.934,0.818,ACCEPT,
SPEC-00750,Octamethylcyclotetrasiloxane,556-67-2,Silicone,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,Rubberband,Open SPECY,10.6381/6046463e,0.808,0.698,0.992,0.737,0.803,ACCEPT,
SPEC-00875,Polycaprolactone diol,36890-68-3,Polyurethane,FTIR,650-4000 cm-1,"23C, dry air",JASCO FT/IR-6600,ALS,KnowItAll,10.7660/8575c636,0.958,0.926,0.687,0.943,0.893,ACCEPT,
SPEC-00527,Epichlorohydrin,106-89-8,Epoxy,FTIR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,Rubberband,NIST WebBook,10.2927/24742b89,0.72,0.715,0.79,0.909,0.771,ACCEPT,
SPEC-00036,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,IR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,ALS,KnowItAll,10.6139/3b99c40a,0.853,0.993,0.567,0.839,0.828,ACCEPT,
SPEC-00698,Polydimethylsiloxane,63148-62-9,Silicone,Raman,200-3500 cm-1,"23C, dry air",Thermo DXR3,Polynomial (3rd order),NIST WebBook,10.8974/f31eceb8,0.655,0.862,0.757,0.762,0.749,FLAG,
SPEC-00902,Polycaprolactone diol,36890-68-3,Polyurethane,FTIR,650-4000 cm-1,"25C, N2 purge",JASCO FT/IR-6600,Rubberband,KnowItAll,10.2951/5bed1c4f,0.902,0.704,0.934,0.719,0.822,ACCEPT,
SPEC-00811,Ethyl cyanoacrylate,7085-85-0,Cyanoacrylate,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,Rubberband,NIST WebBook,10.3177/4340c7c4,0.86,0.993,0.863,0.871,0.896,ACCEPT,
SPEC-00851,2-Methoxyethyl cyanoacrylate,27816-23-5,Cyanoacrylate,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,Rubberband,Open SPECY,10.1963/9f4a5804,0.817,0.931,0.773,0.882,0.85,ACCEPT,
SPEC-00263,Natural rubber,9006-04-6,Rubber-based,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Bruker Vertex 70,Rubberband,KnowItAll,10.3246/6e6031c8,0.784,0.892,0.596,0.725,0.762,ACCEPT,
SPEC-00318,Natural rubber,9006-04-6,Rubber-based,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,SNIP,NIST WebBook,10.2097/82d4a8d5,0.999,0.851,0.925,0.703,0.888,ACCEPT,
SPEC-00523,Epichlorohydrin,106-89-8,Epoxy,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,Rubberband,PubChem,10.7131/ea2a60ae,0.808,0.98,0.647,0.721,0.801,ACCEPT,
SPEC-00824,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,Rubberband,PubChem,10.7304/764fbd4d,0.758,0.995,0.582,0.954,0.821,ACCEPT,
SPEC-00187,Methyl methacrylate,80-62-6,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Bruker Senterra II,Rubberband,KnowItAll,10.8444/f8cd6864,0.653,0.827,0.598,0.993,0.754,ACCEPT,
SPEC-00113,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Horiba LabRAM HR,SNIP,NIST WebBook,10.7947/a2c1ca77,0.705,0.847,0.853,0.709,0.771,ACCEPT,
SPEC-00067,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,FTIR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,ALS,NIST WebBook,10.8699/d0ee8711,0.734,0.821,0.62,0.763,0.739,FLAG,
SPEC-00055,Butyl acrylate,141-32-2,Acrylic/PSA,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,Polynomial (3rd order),NIST WebBook,10.7071/b7bde0d9,0.929,0.826,0.568,0.813,0.808,ACCEPT,
SPEC-00259,Nitrile rubber,9003-18-3,Rubber-based,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,SNIP,Open SPECY,10.8479/8d562966,0.924,0.784,0.606,0.943,0.829,ACCEPT,
SPEC-00857,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,SNIP,SDBS,10.8107/d0fa563f,0.713,0.621,0.991,0.86,0.775,ACCEPT,
SPEC-00678,Aminopropyltriethoxysilane,919-30-2,Silicone,FTIR,650-4000 cm-1,"25C, N2 purge",PerkinElmer Spectrum Two,SNIP,SpectraBase,10.5264/2e9171f0,0.885,0.653,0.952,0.616,0.787,ACCEPT,
SPEC-00233,Polyisoprene,9003-31-0,Rubber-based,IR,650-4000 cm-1,"23C, dry air",PerkinElmer Spectrum Two,SNIP,Open SPECY,10.6228/424f0f92,0.861,0.878,0.766,0.671,0.808,ACCEPT,
SPEC-00363,Ethylene-vinyl acetate,24937-78-8,Hot-melt,FTIR,650-4000 cm-1,"23C, dry air",PerkinElmer Spectrum Two,SNIP,SDBS,10.8751/8e41e640,0.936,0.938,0.699,0.907,0.883,ACCEPT,
SPEC-00160,Butyl acrylate,141-32-2,Acrylic/PSA,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,SNIP,SDBS,10.3981/709c03f2,0.807,0.872,0.705,0.951,0.832,ACCEPT,
SPEC-00433,Polyester hot-melt,25038-59-9,Hot-melt,Raman,200-3500 cm-1,"25C, N2 purge",WITec alpha300,Rubberband,Open SPECY,10.7240/a9efb3c1,0.73,0.64,0.671,0.694,0.689,FLAG,
SPEC-00161,Methyl methacrylate,80-62-6,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,Polynomial (3rd order),NIST WebBook,10.4694/91ce0e76,0.941,0.807,0.687,0.665,0.802,ACCEPT,
SPEC-00264,Chloroprene rubber,9010-98-4,Rubber-based,IR,650-4000 cm-1,"Ambient, KBr pellet",Bruker Vertex 70,SNIP,SpectraBase,10.3480/eb294b1e,0.847,0.844,0.624,0.74,0.78,ACCEPT,
SPEC-00480,Polyethylene wax,9002-88-4,Hot-melt,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,Polynomial (3rd order),Open SPECY,10.3425/6c626d8d,0.913,0.83,0.591,0.773,0.8,ACCEPT,
SPEC-00390,Polyethylene wax,9002-88-4,Hot-melt,FTIR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,ALS,SDBS,10.5140/8ed5655a,0.967,0.941,0.614,0.674,0.831,ACCEPT,
SPEC-00303,Nitrile rubber,9003-18-3,Rubber-based,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,Rubberband,SDBS,10.7415/60788401,0.891,0.651,0.878,0.98,0.846,ACCEPT,
SPEC-00417,Polyester hot-melt,25038-59-9,Hot-melt,FTIR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,ALS,SpectraBase,10.9099/12804f57,0.832,0.885,0.819,0.978,0.872,ACCEPT,
SPEC-00890,Hexamethylene diisocyanate,822-06-0,Polyurethane,FTIR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,Rubberband,NIST WebBook,10.2688/cb33bfa2,0.998,0.699,0.919,0.679,0.844,ACCEPT,
SPEC-00522,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,IR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,ALS,PubChem,10.5448/4c8f7826,0.953,0.901,0.867,0.726,0.877,ACCEPT,
SPEC-00799,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,IR,650-4000 cm-1,"Ambient, KBr pellet",Thermo Nicolet iS50,SNIP,NIST WebBook,10.4559/5e773c71,0.959,0.815,0.85,0.627,0.835,ACCEPT,
SPEC-00250,Polyisoprene,9003-31-0,Rubber-based,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",JASCO FT/IR-6600,ALS,SDBS,10.9369/cd012407,0.709,0.783,0.884,0.906,0.802,ACCEPT,
SPEC-00097,Hydroxypropyl methacrylate,27813-02-1,Acrylic/PSA,FTIR,650-4000 cm-1,"23C, dry air",PerkinElmer Spectrum Two,ALS,Open SPECY,10.7686/18bf01dc,0.856,0.891,0.948,0.862,0.884,ACCEPT,
SPEC-00818,Methyl cyanoacrylate,137-05-3,Cyanoacrylate,Raman,200-3500 cm-1,"Ambient, 785nm laser",Horiba LabRAM HR,Polynomial (3rd order),PubChem,10.7983/c488da1c,0.857,0.932,0.969,0.695,0.866,ACCEPT,
SPEC-00625,Methyltrimethoxysilane,1185-55-3,Silicone,IR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,Rubberband,SpectraBase,10.2678/dfa70fe2,0.831,0.749,0.768,0.736,0.779,ACCEPT,
SPEC-00240,Polyisoprene,9003-31-0,Rubber-based,IR,650-4000 cm-1,"Ambient, KBr pellet",Thermo Nicolet iS50,SNIP,Open SPECY,10.2599/28f37cd0,0.759,0.782,0.643,0.793,0.748,FLAG,
SPEC-00640,Aminopropyltriethoxysilane,919-30-2,Silicone,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,Rubberband,PubChem,10.9161/14738184,0.731,0.977,0.563,0.895,0.792,ACCEPT,
SPEC-00827,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",WITec alpha300,ALS,NIST WebBook,10.3644/7f99b8fd,0.98,0.659,0.661,0.831,0.806,ACCEPT,
SPEC-00007,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,FTIR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,ALS,NIST WebBook,10.4598/7cfd83bd,0.837,0.698,0.758,0.708,0.761,ACCEPT,
SPEC-00109,Butyl acrylate,141-32-2,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,ALS,PubChem,10.6736/6b939981,0.852,0.685,0.846,0.69,0.777,ACCEPT,
SPEC-00623,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,Rubberband,NIST WebBook,10.4002/a5158d84,0.751,0.812,0.971,0.806,0.821,ACCEPT,
SPEC-00254,Polyisoprene,9003-31-0,Rubber-based,FTIR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,ALS,PubChem,10.3221/f3f2f2f6,0.85,0.981,0.781,0.96,0.891,ACCEPT,
SPEC-00595,Novolac epoxy,28064-14-4,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,Polynomial (3rd order),SDBS,10.4393/2dbe943b,0.661,0.77,0.671,0.978,0.754,ACCEPT,
